,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
15278,69,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,10,United-States,<=50K
15279,40,government department,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
15280,34,Private-h1,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
15281,21,government department,Some-college,10,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,8,United-States,<=50K
15282,30,Private-h1,Bachelors,13,Alone,Prof-specialty,Other-relative,White-h1,Female,0,0,40,United-States,<=50K
15283,46,Private-h1,5th-6th,3,Married-h2,Transport-moving,Husband,Non-White,Male,0,1902,40,United-States,<=50K
15284,21,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,16,United-States,<=50K
15285,44,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15286,51,government department,HS-grad,9,Married-h2,Adm-clerical,Wife,White-h1,Female,3908,0,40,United-States,<=50K
15287,40,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,32,United-States,<=50K
15288,33,government department,HS-grad,9,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,37,United-States,<=50K
15289,22,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,60,United-States,<=50K
15290,23,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,30,United-States,<=50K
15291,75,Self-employed,Some-college,10,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,30,United-States,<=50K
15292,55,Private-h1,11th,7,Alone,Handlers-cleaners,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15293,45,Private-h1,Some-college,10,Alone,Craft-repair,Not-in-family,White-h1,Male,27828,0,56,United-States,>50K
15294,31,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Male,0,0,24,United-States,<=50K
15295,49,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,>50K
15296,26,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15297,61,Private-h1,Masters,14,Married-h2,Sales,Husband,White-h1,Male,3103,0,50,United-States,<=50K
15298,44,Private-h1,Masters,14,Married-h2,Adm-clerical,Husband,White-h1,Male,3908,0,50,United-States,<=50K
15299,28,government department,Some-college,10,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
15300,51,Private-h1,HS-grad,9,Alone,Other-service,Other-relative,Non-White,Female,0,0,30,United-States,<=50K
15301,44,Self-emp-inc,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,<=50K
15302,24,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15303,46,Self-emp-inc,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
15304,36,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,Non-White,Female,0,0,20,United-States,<=50K
15305,23,Private-h1,12th,8,Alone,Other-service,Not-in-family,White-h1,Female,0,0,38,United-States,<=50K
15306,25,Private-h1,7th-8th,4,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,Mexico,<=50K
15307,48,Private-h1,Some-college,10,Married-h2,Sales,Husband,Non-White,Male,0,0,8,United-States,<=50K
15308,18,Private-h1,11th,7,Alone,Other-service,Other-relative,Non-White,Female,0,0,24,United-States,<=50K
15309,25,Private-h1,HS-grad,9,Alone,Craft-repair,Other-relative,White-h1,Male,0,0,40,United-States,<=50K
15310,19,Private-h1,HS-grad,9,Alone,Transport-moving,Own-child,White-h1,Male,2176,0,45,United-States,<=50K
15311,33,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,White-h1,Male,0,0,35,United-States,<=50K
15312,42,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15313,22,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15314,36,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
15315,33,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15316,34,Self-employed,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,70,United-States,<=50K
15317,33,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,<=50K
15318,62,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,15,United-States,>50K
15319,30,Private-h1,Some-college,10,Alone,Exec-managerial,Own-child,Non-White,Female,0,0,40,United-States,<=50K
15320,22,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15321,34,Private-h1,Assoc-voc,11,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15322,43,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Unmarried,White-h1,Female,0,0,60,United-States,<=50K
15323,25,Private-h1,Bachelors,13,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15324,35,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15325,28,Private-h1,Assoc-acdm,12,Alone,Other-service,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
15326,28,Private-h1,Some-college,10,Alone,Sales,Unmarried,White-h1,Female,0,0,45,United-States,<=50K
15327,25,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,Non-White,Female,0,0,25,United-States,<=50K
15328,40,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15329,35,Private-h1,9th,5,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,Mexico,<=50K
15330,48,Self-employed,7th-8th,4,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15331,63,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,2290,0,20,United-States,<=50K
15332,31,Private-h1,Bachelors,13,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,40,United-States,>50K
15333,36,Private-h1,Assoc-acdm,12,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,45,United-States,<=50K
15334,39,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15335,24,Private-h1,HS-grad,9,Alone,Other-service,Own-child,Non-White,Female,0,0,40,United-States,<=50K
15336,32,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,35,United-States,<=50K
15337,46,Private-h1,Preschool,1,Married-h2,Machine-op-inspct,Wife,White-h1,Female,0,0,40,Mexico,<=50K
15338,19,Private-h1,HS-grad,9,Alone,Sales,Own-child,White-h1,Male,0,0,35,United-States,<=50K
15339,30,Private-h1,Some-college,10,Alone,Tech-support,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
15340,35,Private-h1,Assoc-voc,11,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15341,33,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,55,United-States,<=50K
15342,25,Private-h1,HS-grad,9,Married-h2,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15343,64,government department,HS-grad,9,Married-h2,Other-service,Husband,Non-White,Male,0,0,35,United-States,>50K
15344,18,Private-h1,HS-grad,9,Alone,Other-service,Own-child,Non-White,Female,0,0,20,United-States,<=50K
15345,59,Private-h1,11th,7,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15346,45,government department,HS-grad,9,Alone,Protective-serv,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
15347,30,Private-h1,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,15,United-States,<=50K
15348,24,Private-h1,5th-6th,3,Alone,Machine-op-inspct,Other-relative,White-h1,Female,0,0,40,Mexico,<=50K
15349,22,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,White-h1,Female,0,0,35,United-States,<=50K
15350,49,Self-emp-inc,Some-college,10,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,56,United-States,>50K
15351,35,Private-h1,12th,8,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15352,48,government department,Masters,14,Alone,Prof-specialty,Unmarried,White-h1,Female,0,1380,40,United-States,<=50K
15353,18,Private-h1,12th,8,Alone,Sales,Own-child,White-h1,Female,0,0,20,United-States,<=50K
15354,35,Private-h1,Some-college,10,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,<=50K
15355,27,Private-h1,HS-grad,9,Alone,Exec-managerial,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15356,28,Private-h1,Bachelors,13,Alone,Craft-repair,Not-in-family,Non-White,Male,0,0,60,United-States,<=50K
15357,26,Private-h1,Some-college,10,Alone,Other-service,Own-child,Non-White,Female,0,0,50,United-States,<=50K
15358,44,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,1848,40,United-States,>50K
15359,39,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
15360,40,government department,Bachelors,13,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15361,70,Self-employed,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,20051,0,35,United-States,>50K
15362,34,Private-h1,Masters,14,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,50,United-States,<=50K
15363,34,Private-h1,Assoc-acdm,12,Alone,Adm-clerical,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
15364,66,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,<=50K
15365,40,Private-h1,HS-grad,9,Married-h2,Transport-moving,Unmarried,Non-White,Male,0,0,40,United-States,<=50K
15366,61,Self-employed,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1887,40,United-States,>50K
15367,59,Self-employed,7th-8th,4,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15368,47,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,>50K
15369,33,government department,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,>50K
15370,18,Private-h1,11th,7,Alone,Other-service,Other-relative,White-h1,Male,0,0,20,United-States,<=50K
15371,25,Private-h1,9th,5,Alone,Craft-repair,Unmarried,White-h1,Male,914,0,40,United-States,<=50K
15372,22,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,20,United-States,<=50K
15373,40,government department,Bachelors,13,Married-h2,Protective-serv,Husband,Non-White,Male,0,0,40,United-States,>50K
15374,30,Private-h1,Assoc-acdm,12,Alone,Adm-clerical,Own-child,White-h1,Female,0,1762,40,United-States,<=50K
15375,73,Self-employed,7th-8th,4,Married-h2,Farming-fishing,Husband,White-h1,Male,6418,0,99,United-States,>50K
15376,45,Self-employed,7th-8th,4,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,10,United-States,<=50K
15377,23,Private-h1,11th,7,Alone,Adm-clerical,Unmarried,Non-White,Male,0,0,35,United-States,<=50K
15378,40,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,45,United-States,>50K
15379,39,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1977,40,United-States,>50K
15380,23,Private-h1,Some-college,10,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,<=50K
15381,51,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,Non-White,Male,0,0,40,United-States,<=50K
15382,53,Private-h1,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,45,United-States,<=50K
15383,24,Private-h1,Bachelors,13,Alone,Tech-support,Not-in-family,White-h1,Male,0,0,35,United-States,<=50K
15384,53,Private-h1,Bachelors,13,Alone,Exec-managerial,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
15385,49,Self-employed,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,<=50K
15386,34,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15387,37,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,47,United-States,<=50K
15388,40,government department,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15389,23,government department,Some-college,10,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,6,United-States,<=50K
15390,36,Private-h1,Masters,14,Alone,Adm-clerical,Not-in-family,White-h1,Male,13550,0,50,United-States,>50K
15391,35,Private-h1,Bachelors,13,Alone,Tech-support,Not-in-family,Non-White,Female,4650,0,40,United-States,<=50K
15392,53,government department,Bachelors,13,Alone,Exec-managerial,Unmarried,Non-White,Female,0,0,50,United-States,>50K
15393,42,government department,Some-college,10,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,65,United-States,>50K
15394,32,Private-h1,Masters,14,Married-h2,Exec-managerial,Wife,White-h1,Female,0,0,40,United-States,<=50K
15395,33,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,Non-White,Female,0,0,65,United-States,<=50K
15396,59,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,Non-White,Male,0,0,60,United-States,<=50K
15397,36,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,44,United-States,<=50K
15398,37,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,Cuba,>50K
15399,31,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
15400,46,Private-h1,Bachelors,13,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,40,United-States,<=50K
15401,44,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,Non-White,Female,0,0,38,United-States,<=50K
15402,27,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1485,60,United-States,>50K
15403,29,Self-employed,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15404,39,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
15405,62,Self-employed,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,65,United-States,<=50K
15406,42,Private-h1,HS-grad,9,Alone,Exec-managerial,Unmarried,Non-White,Female,0,0,25,United-States,<=50K
15407,60,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,48,United-States,>50K
15408,35,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15409,39,Private-h1,Some-college,10,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15410,34,Self-emp-inc,Assoc-acdm,12,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,36,United-States,<=50K
15411,22,Private-h1,Some-college,10,Alone,Adm-clerical,Other-relative,Non-White,Male,0,0,22,United-States,<=50K
15412,44,Private-h1,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15413,44,government department,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15414,49,government department,Bachelors,13,Alone,Exec-managerial,Unmarried,White-h1,Female,0,625,40,United-States,<=50K
15415,21,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15416,52,Private-h1,11th,7,Married-h2,Handlers-cleaners,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
15417,39,government department,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,1887,40,United-States,>50K
15418,23,Private-h1,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15419,54,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,49,United-States,<=50K
15420,31,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,25,United-States,<=50K
15421,30,government department,Masters,14,Alone,Adm-clerical,Not-in-family,Non-White,Female,0,0,20,United-States,<=50K
15422,21,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15423,38,government department,Bachelors,13,Married-h2,Protective-serv,Husband,Non-White,Male,0,0,40,Philippines,>50K
15424,51,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,>50K
15425,34,Self-employed,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
15426,22,Private-h1,Bachelors,13,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,30,United-States,<=50K
15427,26,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,1974,55,United-States,<=50K
15428,26,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Female,0,0,35,United-States,<=50K
15429,41,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15430,35,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,>50K
15431,27,government department,Some-college,10,Alone,Transport-moving,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15432,65,Private-h1,Some-college,10,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,40,United-States,<=50K
15433,31,Private-h1,11th,7,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,65,Mexico,<=50K
15434,45,Self-emp-inc,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,35,United-States,>50K
15435,37,Self-employed,Assoc-acdm,12,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,50,United-States,>50K
15436,47,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,1887,45,United-States,>50K
15437,47,Self-emp-inc,Assoc-acdm,12,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
15438,33,Private-h1,HS-grad,9,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
15439,40,Private-h1,10th,6,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,United-States,<=50K
15440,38,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,Philippines,>50K
15441,21,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15442,40,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,Mexico,<=50K
15443,33,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,Non-White,Male,0,0,55,United-States,<=50K
15444,29,Private-h1,Some-college,10,Alone,Tech-support,Not-in-family,White-h1,Male,0,0,52,United-States,<=50K
15445,41,Private-h1,Some-college,10,Married-h2,Transport-moving,Not-in-family,White-h1,Male,0,0,35,United-States,<=50K
15446,20,government department,Some-college,10,Alone,Exec-managerial,Own-child,White-h1,Male,0,0,54,United-States,<=50K
15447,34,Self-employed,10th,6,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,40,United-States,<=50K
15448,78,Self-emp-inc,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,9386,0,45,United-States,>50K
15449,46,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15450,40,Private-h1,Assoc-voc,11,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
15451,59,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
15452,23,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15453,23,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Male,0,0,24,United-States,<=50K
15454,47,Self-employed,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,30,United-States,<=50K
15455,31,government department,Bachelors,13,Married-h2,Other-service,Husband,White-h1,Male,0,0,38,United-States,>50K
15456,42,Self-employed,Some-college,10,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,56,United-States,>50K
15457,46,government department,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15458,29,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,44,United-States,<=50K
